3855.000000, 5489.000000, 3
2296.000000, 2271.000000, 2
9279.000000, 981.000000, 4
9686.000000, 6135.000000, 1
710.000000, 594.000000, 2
375.000000, 1117.000000, 2
1561.000000, 270.000000, 2
2696.000000, 126.000000, 2
3632.000000, 6365.000000, 3
3948.000000, 8093.000000, 3
1855.000000, 1109.000000, 2
8563.000000, 1355.000000, 4
4265.000000, 7359.000000, 3
1951.000000, 7046.000000, 3
3440.000000, 1809.000000, 2
963.000000, 8960.000000, 3
256.000000, 7610.000000, 3
4749.000000, 8242.000000, 0
4205.000000, 6653.000000, 3
5685.000000, 1520.000000, 4
2025.000000, 770.000000, 2
6646.000000, 6990.000000, 0
7387.000000, 9497.000000, 0
3501.000000, 6147.000000, 3
3181.000000, 3953.000000, 2
9728.000000, 1053.000000, 4
4884.000000, 9096.000000, 0
6050.000000, 3142.000000, 1
5477.000000, 7763.000000, 0
2868.000000, 1925.000000, 2
5110.000000, 7056.000000, 0
1357.000000, 2200.000000, 2
7427.000000, 8330.000000, 0
2060.000000, 9361.000000, 3
1107.000000, 3501.000000, 2
6221.000000, 798.000000, 4
9146.000000, 5531.000000, 1
3787.000000, 4686.000000, 2
9983.000000, 9375.000000, 0
9926.000000, 1360.000000, 4
225.000000, 7679.000000, 3
1845.000000, 7982.000000, 3
7525.000000, 1991.000000, 4
6509.000000, 6763.000000, 0
7235.000000, 4548.000000, 1
594.000000, 4056.000000, 2
3059.000000, 9374.000000, 3
4973.000000, 3997.000000, 1
9794.000000, 8105.000000, 0
8288.000000, 6118.000000, 1
3945.000000, 8461.000000, 3
6982.000000, 2331.000000, 4
5183.000000, 2037.000000, 4
2974.000000, 8869.000000, 3
5246.000000, 2102.000000, 4
4185.000000, 2398.000000, 2
1988.000000, 7905.000000, 3
8481.000000, 8681.000000, 0
3035.000000, 3754.000000, 2
5181.000000, 6386.000000, 0
6298.000000, 8393.000000, 0
6818.000000, 9334.000000, 0
7789.000000, 4369.000000, 1
8269.000000, 406.000000, 4
9075.000000, 1663.000000, 4
1278.000000, 392.000000, 2
9735.000000, 5285.000000, 1
1063.000000, 5023.000000, 3
3314.000000, 8952.000000, 3
6406.000000, 3900.000000, 1
8286.000000, 535.000000, 4
9742.000000, 4740.000000, 1
222.000000, 2653.000000, 2
4381.000000, 2644.000000, 2
8348.000000, 9001.000000, 0
249.000000, 1187.000000, 2
2258.000000, 5947.000000, 3
8716.000000, 583.000000, 4
1790.000000, 6610.000000, 3
2338.000000, 6331.000000, 3
896.000000, 4164.000000, 2
2673.000000, 6527.000000, 3
3637.000000, 8381.000000, 3
8968.000000, 6624.000000, 0
6777.000000, 3676.000000, 1
4539.000000, 1066.000000, 2
665.000000, 9882.000000, 3
862.000000, 4411.000000, 2
583.000000, 2524.000000, 2
2544.000000, 6297.000000, 3
2385.000000, 1931.000000, 2
1770.000000, 6423.000000, 3
7540.000000, 5363.000000, 1
23.000000, 4788.000000, 2
1228.000000, 7480.000000, 3
8455.000000, 8917.000000, 0
2640.000000, 7808.000000, 3
4063.000000, 8564.000000, 3
2796.000000, 44.000000, 2
7539.000000, 2664.000000, 4
9950.000000, 648.000000, 4
8854.000000, 5815.000000, 1
1461.000000, 470.000000, 2
4753.000000, 746.000000, 4
8791.000000, 1318.000000, 4
4226.000000, 2992.000000, 2
515.000000, 1866.000000, 2
4439.000000, 661.000000, 2
7398.000000, 3526.000000, 1
5500.000000, 1396.000000, 4
4257.000000, 3485.000000, 2
6993.000000, 1387.000000, 4
58.000000, 762.000000, 2
1904.000000, 9166.000000, 3
802.000000, 6620.000000, 3
2093.000000, 9215.000000, 3
1736.000000, 9206.000000, 3
7391.000000, 8828.000000, 0
5132.000000, 7749.000000, 0
6030.000000, 8089.000000, 0
7862.000000, 8803.000000, 0
13.000000, 8544.000000, 3
4552.000000, 476.000000, 4
3129.000000, 246.000000, 2
5457.000000, 1599.000000, 4
931.000000, 6783.000000, 3
2708.000000, 6247.000000, 3
1275.000000, 3045.000000, 2
7272.000000, 2699.000000, 4
2605.000000, 3461.000000, 2
465.000000, 643.000000, 2
9825.000000, 5659.000000, 1
2175.000000, 4028.000000, 2
909.000000, 2176.000000, 2
3653.000000, 9517.000000, 3
3950.000000, 2400.000000, 2
1949.000000, 1787.000000, 2
5975.000000, 7393.000000, 0
1065.000000, 5626.000000, 3
7352.000000, 368.000000, 4
9869.000000, 6709.000000, 0
7587.000000, 8718.000000, 0
3164.000000, 5279.000000, 3
9259.000000, 971.000000, 4
2929.000000, 9259.000000, 3
1902.000000, 6274.000000, 3
9343.000000, 8698.000000, 0
7029.000000, 7462.000000, 0
8602.000000, 7459.000000, 0
9497.000000, 2091.000000, 4
5448.000000, 1463.000000, 4
2408.000000, 7416.000000, 3
8034.000000, 5813.000000, 1
6440.000000, 3675.000000, 1
7535.000000, 3691.000000, 1
8491.000000, 3997.000000, 1
2691.000000, 1951.000000, 2
6068.000000, 7432.000000, 0
5891.000000, 9677.000000, 0
777.000000, 5558.000000, 3
6813.000000, 354.000000, 4
1018.000000, 3820.000000, 2
374.000000, 3560.000000, 2
2945.000000, 7863.000000, 3
6723.000000, 8882.000000, 0
8730.000000, 7269.000000, 0
2620.000000, 4395.000000, 2
7173.000000, 184.000000, 4
